[2026-06-17 15:26:20] PROTO: TCP | SRC: 185.220.101.4:3389 -> DST: 192.168.1.1:443 | LEN: 1222 | FLAGS: A
[2026-06-17 15:27:40] PROTO: TCP | SRC: 10.0.0.4:445 -> DST: 10.0.0.1:53 | LEN: 1319 | FLAGS: S
[2026-06-17 15:27:40] PROTO: UDP | SRC: 8.8.8.8:3389 -> DST: 192.168.1.1:53 | LEN: 1203 | FLAGS: 
[2026-06-17 15:27:41] PROTO: UDP | SRC: 10.0.0.4:80 -> DST: 192.168.1.1:8080 | LEN: 908 | FLAGS: 
[2026-06-17 15:27:41] PROTO: DNS | SRC: 185.220.101.4:40318 -> DST: 8.8.4.4:53 | LEN: 986 | FLAGS: 
[2026-06-17 15:27:41] PROTO: DNS | SRC: 172.16.5.25:2699 -> DST: 10.0.0.254:53 | LEN: 1263 | FLAGS: 
[2026-06-17 15:27:42] PROTO: TCP | SRC: 172.16.5.25:445 -> DST: 10.0.0.254:22 | LEN: 91 | FLAGS: S
[2026-06-17 15:27:42] PROTO: TCP | SRC: 185.220.101.4:8080 -> DST: 8.8.4.4:12345 | LEN: 382 | FLAGS: A
[2026-06-17 15:27:42] PROTO: ARP | SRC: 8.8.8.8:None -> DST: 192.168.1.100:None | LEN: 279 | FLAGS: 
[2026-06-17 15:27:42] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 192.168.1.1:None | LEN: 240 | FLAGS: 
[2026-06-17 15:27:43] PROTO: DNS | SRC: 8.8.8.8:35647 -> DST: 192.168.1.100:53 | LEN: 348 | FLAGS: 
[2026-06-17 15:27:43] PROTO: ARP | SRC: 192.168.1.15:None -> DST: 10.0.0.1:None | LEN: 1036 | FLAGS: 
[2026-06-17 15:27:43] PROTO: UDP | SRC: 192.168.1.10:445 -> DST: 10.0.0.1:22 | LEN: 362 | FLAGS: 
[2026-06-17 15:27:44] PROTO: UDP | SRC: 8.8.8.8:12345 -> DST: 8.8.4.4:21 | LEN: 955 | FLAGS: 
[2026-06-17 15:27:44] PROTO: DNS | SRC: 192.168.1.10:55355 -> DST: 10.0.0.1:53 | LEN: 434 | FLAGS: 
[2026-06-17 15:27:45] PROTO: UDP | SRC: 10.0.0.12:3389 -> DST: 192.168.1.100:21 | LEN: 260 | FLAGS: 
[2026-06-17 15:27:45] PROTO: DNS | SRC: 8.8.8.8:10946 -> DST: 8.8.4.4:53 | LEN: 933 | FLAGS: 
[2026-06-17 15:27:45] PROTO: TCP | SRC: 10.0.0.12:443 -> DST: 10.0.0.254:445 | LEN: 339 | FLAGS: S
[2026-06-17 15:27:46] PROTO: DNS | SRC: 185.220.101.4:34922 -> DST: 192.168.1.1:53 | LEN: 477 | FLAGS: 
[2026-06-17 15:27:46] PROTO: TCP | SRC: 172.16.5.25:53 -> DST: 192.168.1.100:12345 | LEN: 153 | FLAGS: A
[2026-06-17 15:27:46] PROTO: ARP | SRC: 10.0.0.4:None -> DST: 10.0.0.1:None | LEN: 1402 | FLAGS: 
[2026-06-17 15:27:47] PROTO: DNS | SRC: 185.220.101.4:7019 -> DST: 8.8.4.4:53 | LEN: 194 | FLAGS: 
[2026-06-17 15:27:47] PROTO: TCP | SRC: 10.0.0.4:21 -> DST: 10.0.0.1:22 | LEN: 563 | FLAGS: S
[2026-06-17 15:27:48] PROTO: UDP | SRC: 172.16.5.25:21 -> DST: 10.0.0.1:8080 | LEN: 750 | FLAGS: 
[2026-06-17 15:27:48] PROTO: TCP | SRC: 10.0.0.12:12345 -> DST: 10.0.0.254:8080 | LEN: 459 | FLAGS: A
[2026-06-17 15:27:49] PROTO: ARP | SRC: 10.0.0.4:None -> DST: 8.8.4.4:None | LEN: 499 | FLAGS: 
[2026-06-17 15:27:49] PROTO: ICMP | SRC: 10.0.0.12:None -> DST: 10.0.0.254:None | LEN: 910 | FLAGS: 
[2026-06-17 15:27:49] PROTO: ARP | SRC: 185.220.101.4:None -> DST: 10.0.0.254:None | LEN: 1264 | FLAGS: 
[2026-06-17 15:27:50] PROTO: DNS | SRC: 192.168.1.10:51212 -> DST: 10.0.0.1:53 | LEN: 1279 | FLAGS: 
[2026-06-17 15:27:50] PROTO: TCP | SRC: 192.168.1.10:443 -> DST: 10.0.0.1:21 | LEN: 1184 | FLAGS: S
[2026-06-17 15:27:50] PROTO: TCP | SRC: 192.168.1.10:41025 -> DST: 192.168.1.1:1000 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:50] PROTO: TCP | SRC: 192.168.1.10:56222 -> DST: 192.168.1.1:1001 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:51] PROTO: TCP | SRC: 192.168.1.10:33953 -> DST: 192.168.1.1:1002 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:51] PROTO: TCP | SRC: 192.168.1.10:54736 -> DST: 192.168.1.1:1003 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:51] PROTO: TCP | SRC: 192.168.1.10:25743 -> DST: 192.168.1.1:1004 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:51] PROTO: TCP | SRC: 192.168.1.10:37847 -> DST: 192.168.1.1:1005 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:51] PROTO: TCP | SRC: 192.168.1.10:62306 -> DST: 192.168.1.1:1006 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:51] PROTO: TCP | SRC: 192.168.1.10:17490 -> DST: 192.168.1.1:1007 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:51] PROTO: TCP | SRC: 192.168.1.10:65230 -> DST: 192.168.1.1:1008 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:51] PROTO: TCP | SRC: 192.168.1.10:57118 -> DST: 192.168.1.1:1009 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:51] PROTO: TCP | SRC: 192.168.1.10:33661 -> DST: 192.168.1.1:1010 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:51] PROTO: TCP | SRC: 192.168.1.10:41507 -> DST: 192.168.1.1:1011 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:51] PROTO: TCP | SRC: 192.168.1.10:38230 -> DST: 192.168.1.1:1012 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:51] PROTO: TCP | SRC: 192.168.1.10:43879 -> DST: 192.168.1.1:1013 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:51] PROTO: TCP | SRC: 192.168.1.10:23462 -> DST: 192.168.1.1:1014 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:51] PROTO: TCP | SRC: 192.168.1.10:11895 -> DST: 192.168.1.1:1015 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:51] PROTO: TCP | SRC: 192.168.1.10:14165 -> DST: 192.168.1.1:1016 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:51] PROTO: TCP | SRC: 192.168.1.10:25267 -> DST: 192.168.1.1:1017 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:51] PROTO: TCP | SRC: 192.168.1.10:9011 -> DST: 192.168.1.1:1018 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:51] PROTO: TCP | SRC: 192.168.1.10:5740 -> DST: 192.168.1.1:1019 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:51] PROTO: TCP | SRC: 192.168.1.10:64193 -> DST: 192.168.1.1:1020 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:51] PROTO: TCP | SRC: 192.168.1.10:19684 -> DST: 192.168.1.1:1021 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:52] PROTO: TCP | SRC: 192.168.1.10:36412 -> DST: 192.168.1.1:1022 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:52] PROTO: TCP | SRC: 192.168.1.10:29853 -> DST: 192.168.1.1:1023 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:52] PROTO: TCP | SRC: 192.168.1.10:27283 -> DST: 192.168.1.1:1024 | LEN: 60 | FLAGS: S
[2026-06-17 15:27:52] PROTO: ICMP | SRC: 192.168.1.10:None -> DST: 192.168.1.1:None | LEN: 952 | FLAGS: 
[2026-06-17 15:27:53] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.254:None | LEN: 1225 | FLAGS: 
[2026-06-17 15:27:53] PROTO: ARP | SRC: 192.168.1.10:None -> DST: 10.0.0.1:None | LEN: 166 | FLAGS: 
[2026-06-17 15:27:53] PROTO: UDP | SRC: 192.168.1.15:22 -> DST: 192.168.1.100:53 | LEN: 227 | FLAGS: 
[2026-06-17 15:27:54] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.254:None | LEN: 793 | FLAGS: 
[2026-06-17 15:27:54] PROTO: TCP | SRC: 172.16.5.25:12345 -> DST: 10.0.0.254:21 | LEN: 682 | FLAGS: A
[2026-06-17 15:27:54] PROTO: ARP | SRC: 185.220.101.4:None -> DST: 10.0.0.1:None | LEN: 58 | FLAGS: 
[2026-06-17 15:27:55] PROTO: ICMP | SRC: 10.0.0.12:None -> DST: 10.0.0.254:None | LEN: 175 | FLAGS: 
[2026-06-17 15:27:55] PROTO: TCP | SRC: 185.220.101.4:12345 -> DST: 192.168.1.100:445 | LEN: 317 | FLAGS: A
[2026-06-17 15:27:55] PROTO: DNS | SRC: 8.8.8.8:45645 -> DST: 10.0.0.1:53 | LEN: 808 | FLAGS: 
[2026-06-17 15:27:56] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 192.168.1.1:None | LEN: 537 | FLAGS: 
[2026-06-17 15:27:56] PROTO: ARP | SRC: 172.16.5.25:None -> DST: 10.0.0.1:None | LEN: 1123 | FLAGS: 
[2026-06-17 15:27:56] PROTO: TCP | SRC: 10.0.0.4:23 -> DST: 10.0.0.1:53 | LEN: 393 | FLAGS: A
[2026-06-17 15:27:56] PROTO: UDP | SRC: 10.0.0.4:53 -> DST: 10.0.0.1:23 | LEN: 45 | FLAGS: 
[2026-06-17 15:27:57] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 192.168.1.1:None | LEN: 42 | FLAGS: 
[2026-06-17 15:27:57] PROTO: TCP | SRC: 185.220.101.4:443 -> DST: 8.8.4.4:21 | LEN: 299 | FLAGS: S
[2026-06-17 15:27:57] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 192.168.1.1:None | LEN: 668 | FLAGS: 
[2026-06-17 15:27:58] PROTO: TCP | SRC: 10.0.0.4:21 -> DST: 10.0.0.1:3389 | LEN: 1399 | FLAGS: A
[2026-06-17 15:27:58] PROTO: DNS | SRC: 10.0.0.12:37727 -> DST: 192.168.1.1:53 | LEN: 145 | FLAGS: 
[2026-06-17 15:27:58] PROTO: TCP | SRC: 10.0.0.12:23 -> DST: 10.0.0.1:80 | LEN: 955 | FLAGS: S
[2026-06-17 15:27:59] PROTO: ARP | SRC: 192.168.1.15:None -> DST: 10.0.0.254:None | LEN: 194 | FLAGS: 
[2026-06-17 15:27:59] PROTO: DNS | SRC: 10.0.0.12:5795 -> DST: 192.168.1.100:53 | LEN: 129 | FLAGS: 
[2026-06-17 15:27:59] PROTO: ICMP | SRC: 10.0.0.4:None -> DST: 192.168.1.1:None | LEN: 941 | FLAGS: 
[2026-06-17 15:28:00] PROTO: ARP | SRC: 10.0.0.4:None -> DST: 192.168.1.100:None | LEN: 800 | FLAGS: 
[2026-06-17 15:28:00] PROTO: ARP | SRC: 10.0.0.12:None -> DST: 10.0.0.254:None | LEN: 1289 | FLAGS: 
[2026-06-17 15:28:00] PROTO: UDP | SRC: 192.168.1.10:3389 -> DST: 10.0.0.254:443 | LEN: 1050 | FLAGS: 
[2026-06-17 15:28:01] PROTO: ARP | SRC: 185.220.101.4:None -> DST: 10.0.0.1:None | LEN: 116 | FLAGS: 
[2026-06-17 15:28:01] PROTO: ICMP | SRC: 10.0.0.12:None -> DST: 192.168.1.1:None | LEN: 1385 | FLAGS: 
[2026-06-17 15:28:01] PROTO: TCP | SRC: 8.8.8.8:443 -> DST: 192.168.1.100:8080 | LEN: 1272 | FLAGS: A
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:45763 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:36392 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:3803 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:47502 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:21153 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:64316 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:45924 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:45968 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:26750 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:18857 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:54376 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:26356 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:6534 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:52969 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:36096 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:53796 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:60415 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:13633 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:57155 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:14186 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:25347 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:24234 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:34086 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:43496 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:35544 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:7194 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:53898 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:34815 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:6615 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:15355 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:35057 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:17033 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:45261 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:54036 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:5246 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:49661 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:33378 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:51409 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:46294 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:29060 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:4534 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:29206 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:38509 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:19278 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:16838 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:62606 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:42371 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:43521 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:56886 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:02] PROTO: TCP | SRC: 185.220.101.99:2752 -> DST: 192.168.1.100:80 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:03] PROTO: ICMP | SRC: 172.16.5.25:None -> DST: 10.0.0.1:None | LEN: 1413 | FLAGS: 
[2026-06-17 15:28:03] PROTO: UDP | SRC: 10.0.0.4:12345 -> DST: 8.8.4.4:53 | LEN: 62 | FLAGS: 
[2026-06-17 15:28:03] PROTO: TCP | SRC: 10.0.0.4:23 -> DST: 10.0.0.254:443 | LEN: 229 | FLAGS: A
[2026-06-17 15:28:04] PROTO: UDP | SRC: 192.168.1.10:443 -> DST: 192.168.1.100:445 | LEN: 1246 | FLAGS: 
[2026-06-17 15:28:04] PROTO: ARP | SRC: 192.168.1.15:None -> DST: 10.0.0.254:None | LEN: 716 | FLAGS: 
[2026-06-17 15:28:04] PROTO: UDP | SRC: 192.168.1.15:23 -> DST: 192.168.1.100:22 | LEN: 291 | FLAGS: 
[2026-06-17 15:28:05] PROTO: TCP | SRC: 8.8.8.8:445 -> DST: 8.8.4.4:3389 | LEN: 891 | FLAGS: S
[2026-06-17 15:28:05] PROTO: ARP | SRC: 172.16.5.25:None -> DST: 192.168.1.100:None | LEN: 1118 | FLAGS: 
[2026-06-17 15:28:05] PROTO: ICMP | SRC: 172.16.5.25:None -> DST: 10.0.0.254:None | LEN: 895 | FLAGS: 
[2026-06-17 15:28:06] PROTO: ARP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 715 | FLAGS: 
[2026-06-17 15:28:06] PROTO: ARP | SRC: 10.0.0.4:None -> DST: 8.8.4.4:None | LEN: 1013 | FLAGS: 
[2026-06-17 15:28:07] PROTO: ICMP | SRC: 192.168.1.10:None -> DST: 10.0.0.1:None | LEN: 105 | FLAGS: 
[2026-06-17 15:28:07] PROTO: UDP | SRC: 192.168.1.15:445 -> DST: 192.168.1.100:21 | LEN: 260 | FLAGS: 
[2026-06-17 15:28:07] PROTO: ARP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 704 | FLAGS: 
[2026-06-17 15:28:08] PROTO: UDP | SRC: 192.168.1.15:22 -> DST: 10.0.0.254:443 | LEN: 783 | FLAGS: 
[2026-06-17 15:28:08] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 192.168.1.100:None | LEN: 1458 | FLAGS: 
[2026-06-17 15:28:08] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 645 | FLAGS: 
[2026-06-17 15:28:08] PROTO: ICMP | SRC: 172.16.5.25:None -> DST: 10.0.0.1:None | LEN: 1285 | FLAGS: 
[2026-06-17 15:28:08] PROTO: TCP | SRC: 10.0.0.4:8080 -> DST: 192.168.1.1:445 | LEN: 1256 | FLAGS: A
[2026-06-17 15:28:09] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 192.168.1.100:None | LEN: 1418 | FLAGS: 
[2026-06-17 15:28:09] PROTO: DNS | SRC: 185.220.101.4:10019 -> DST: 10.0.0.254:53 | LEN: 380 | FLAGS: 
[2026-06-17 15:28:09] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.254:None | LEN: 487 | FLAGS: 
[2026-06-17 15:28:09] PROTO: TCP | SRC: 172.16.5.25:53 -> DST: 10.0.0.254:80 | LEN: 267 | FLAGS: S
[2026-06-17 15:28:10] PROTO: UDP | SRC: 10.0.0.12:12345 -> DST: 192.168.1.100:443 | LEN: 1007 | FLAGS: 
[2026-06-17 15:28:10] PROTO: ARP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 262 | FLAGS: 
[2026-06-17 15:28:10] PROTO: UDP | SRC: 192.168.1.10:8080 -> DST: 8.8.4.4:22 | LEN: 45 | FLAGS: 
[2026-06-17 15:28:10] PROTO: ICMP | SRC: 172.16.5.25:None -> DST: 8.8.4.4:None | LEN: 949 | FLAGS: 
[2026-06-17 15:28:11] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 646 | FLAGS: 
[2026-06-17 15:28:11] PROTO: TCP | SRC: 185.220.101.4:445 -> DST: 10.0.0.1:22 | LEN: 1274 | FLAGS: A
[2026-06-17 15:28:11] PROTO: TCP | SRC: 192.168.1.15:36700 -> DST: 10.0.0.1:1000 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:11] PROTO: TCP | SRC: 192.168.1.15:32913 -> DST: 10.0.0.1:1001 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:11] PROTO: TCP | SRC: 192.168.1.15:37513 -> DST: 10.0.0.1:1002 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:11] PROTO: TCP | SRC: 192.168.1.15:14934 -> DST: 10.0.0.1:1003 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:11] PROTO: TCP | SRC: 192.168.1.15:63717 -> DST: 10.0.0.1:1004 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:11] PROTO: TCP | SRC: 192.168.1.15:59789 -> DST: 10.0.0.1:1005 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:12] PROTO: TCP | SRC: 192.168.1.15:1946 -> DST: 10.0.0.1:1006 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:12] PROTO: TCP | SRC: 192.168.1.15:38458 -> DST: 10.0.0.1:1007 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:12] PROTO: TCP | SRC: 192.168.1.15:56987 -> DST: 10.0.0.1:1008 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:12] PROTO: TCP | SRC: 192.168.1.15:55475 -> DST: 10.0.0.1:1009 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:12] PROTO: TCP | SRC: 192.168.1.15:55019 -> DST: 10.0.0.1:1010 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:12] PROTO: TCP | SRC: 192.168.1.15:4382 -> DST: 10.0.0.1:1011 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:12] PROTO: TCP | SRC: 192.168.1.15:36654 -> DST: 10.0.0.1:1012 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:12] PROTO: TCP | SRC: 192.168.1.15:19010 -> DST: 10.0.0.1:1013 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:12] PROTO: TCP | SRC: 192.168.1.15:54741 -> DST: 10.0.0.1:1014 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:12] PROTO: TCP | SRC: 192.168.1.15:4286 -> DST: 10.0.0.1:1015 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:12] PROTO: TCP | SRC: 192.168.1.15:42973 -> DST: 10.0.0.1:1016 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:12] PROTO: TCP | SRC: 192.168.1.15:64506 -> DST: 10.0.0.1:1017 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:12] PROTO: TCP | SRC: 192.168.1.15:1503 -> DST: 10.0.0.1:1018 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:12] PROTO: TCP | SRC: 192.168.1.15:56600 -> DST: 10.0.0.1:1019 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:12] PROTO: TCP | SRC: 192.168.1.15:39237 -> DST: 10.0.0.1:1020 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:12] PROTO: TCP | SRC: 192.168.1.15:42034 -> DST: 10.0.0.1:1021 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:12] PROTO: TCP | SRC: 192.168.1.15:39121 -> DST: 10.0.0.1:1022 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:12] PROTO: TCP | SRC: 192.168.1.15:39717 -> DST: 10.0.0.1:1023 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:12] PROTO: TCP | SRC: 192.168.1.15:6845 -> DST: 10.0.0.1:1024 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:13] PROTO: DNS | SRC: 10.0.0.4:51623 -> DST: 10.0.0.1:53 | LEN: 406 | FLAGS: 
[2026-06-17 15:28:13] PROTO: ARP | SRC: 10.0.0.12:None -> DST: 8.8.4.4:None | LEN: 1302 | FLAGS: 
[2026-06-17 15:28:13] PROTO: DNS | SRC: 185.220.101.4:55069 -> DST: 192.168.1.1:53 | LEN: 1382 | FLAGS: 
[2026-06-17 15:28:13] PROTO: UDP | SRC: 172.16.5.25:443 -> DST: 8.8.4.4:23 | LEN: 635 | FLAGS: 
[2026-06-17 15:28:14] PROTO: ICMP | SRC: 185.220.101.4:None -> DST: 10.0.0.254:None | LEN: 164 | FLAGS: 
[2026-06-17 15:28:14] PROTO: UDP | SRC: 10.0.0.4:21 -> DST: 8.8.4.4:21 | LEN: 1065 | FLAGS: 
[2026-06-17 15:28:14] PROTO: ARP | SRC: 10.0.0.4:None -> DST: 10.0.0.1:None | LEN: 280 | FLAGS: 
